Filename,Task_Folder,Ground_Truth,Pred_AMD,Pred_DR,Pred_GL,Is_Correct
data/Glaucoma/Test/data_07061.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07062.npz,Glaucoma,0,2,0,1,False
data/Glaucoma/Test/data_07063.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07064.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07065.npz,Glaucoma,1,3,1,1,True
data/Glaucoma/Test/data_07066.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07067.npz,Glaucoma,0,0,0,1,False
data/Glaucoma/Test/data_07068.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07069.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07070.npz,Glaucoma,0,0,0,1,False
data/Glaucoma/Test/data_07071.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07072.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07073.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07074.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07075.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07076.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07077.npz,Glaucoma,1,1,0,1,True
data/Glaucoma/Test/data_07078.npz,Glaucoma,0,0,0,1,False
data/Glaucoma/Test/data_07079.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07080.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07081.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07082.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07083.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07084.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07085.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07086.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07087.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07088.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07089.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07090.npz,Glaucoma,0,0,0,1,False
data/Glaucoma/Test/data_07091.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07092.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07093.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07094.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07095.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07096.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07097.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07098.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07099.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07100.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07101.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07102.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07103.npz,Glaucoma,0,0,0,1,False
data/Glaucoma/Test/data_07104.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07105.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07106.npz,Glaucoma,1,0,1,1,True
data/Glaucoma/Test/data_07107.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07108.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07109.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07110.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07111.npz,Glaucoma,1,1,0,1,True
data/Glaucoma/Test/data_07112.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07113.npz,Glaucoma,0,0,1,0,True
data/Glaucoma/Test/data_07114.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07115.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07116.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07117.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07118.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07119.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07120.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07121.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07122.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07123.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07124.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07125.npz,Glaucoma,1,3,0,1,True
data/Glaucoma/Test/data_07126.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07127.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07128.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07129.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07130.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07131.npz,Glaucoma,0,0,0,1,False
data/Glaucoma/Test/data_07132.npz,Glaucoma,0,0,0,1,False
data/Glaucoma/Test/data_07133.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07134.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07135.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07136.npz,Glaucoma,0,0,0,1,False
data/Glaucoma/Test/data_07137.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07138.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07139.npz,Glaucoma,1,0,0,0,False
data/Glaucoma/Test/data_07140.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07141.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07142.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07143.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07144.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07145.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07146.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07147.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07148.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07149.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07150.npz,Glaucoma,1,0,0,0,False
data/Glaucoma/Test/data_07151.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07152.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07153.npz,Glaucoma,0,0,0,1,False
data/Glaucoma/Test/data_07154.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07155.npz,Glaucoma,0,0,0,1,False
data/Glaucoma/Test/data_07156.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07157.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07158.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07159.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07160.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07161.npz,Glaucoma,1,3,0,1,True
data/Glaucoma/Test/data_07162.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07163.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07164.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07165.npz,Glaucoma,1,0,0,0,False
data/Glaucoma/Test/data_07166.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07167.npz,Glaucoma,0,1,0,0,True
data/Glaucoma/Test/data_07168.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07169.npz,Glaucoma,1,3,0,1,True
data/Glaucoma/Test/data_07170.npz,Glaucoma,0,2,0,1,False
data/Glaucoma/Test/data_07171.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07172.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07173.npz,Glaucoma,0,0,0,1,False
data/Glaucoma/Test/data_07174.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07175.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07176.npz,Glaucoma,0,0,0,1,False
data/Glaucoma/Test/data_07177.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07178.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07179.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07180.npz,Glaucoma,1,0,0,0,False
data/Glaucoma/Test/data_07181.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07182.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07183.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07184.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07185.npz,Glaucoma,0,0,0,1,False
data/Glaucoma/Test/data_07186.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07187.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07188.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07189.npz,Glaucoma,1,1,0,1,True
data/Glaucoma/Test/data_07190.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07191.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07192.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07193.npz,Glaucoma,0,0,0,1,False
data/Glaucoma/Test/data_07194.npz,Glaucoma,1,0,1,1,True
data/Glaucoma/Test/data_07195.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07196.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07197.npz,Glaucoma,1,0,0,1,True
data/Glaucoma/Test/data_07198.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07199.npz,Glaucoma,0,0,0,0,True
data/Glaucoma/Test/data_07200.npz,Glaucoma,0,0,0,0,True
data/AMD/Test/data_07001.npz,AMD,2.0,0,0,0,False
data/AMD/Test/data_07002.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07003.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07004.npz,AMD,3.0,3,0,0,True
data/AMD/Test/data_07005.npz,AMD,0.0,1,1,1,False
data/AMD/Test/data_07006.npz,AMD,3.0,3,0,0,True
data/AMD/Test/data_07007.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07008.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07009.npz,AMD,2.0,0,0,1,False
data/AMD/Test/data_07010.npz,AMD,2.0,0,0,0,False
data/AMD/Test/data_07011.npz,AMD,3.0,0,0,0,False
data/AMD/Test/data_07012.npz,AMD,1.0,1,0,0,True
data/AMD/Test/data_07013.npz,AMD,2.0,2,0,1,True
data/AMD/Test/data_07014.npz,AMD,3.0,0,0,0,False
data/AMD/Test/data_07015.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07016.npz,AMD,3.0,3,0,1,True
data/AMD/Test/data_07017.npz,AMD,2.0,0,0,1,False
data/AMD/Test/data_07018.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07019.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07020.npz,AMD,2.0,1,0,0,False
data/AMD/Test/data_07021.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07022.npz,AMD,2.0,0,0,0,False
data/AMD/Test/data_07023.npz,AMD,3.0,3,0,0,True
data/AMD/Test/data_07024.npz,AMD,3.0,0,0,0,False
data/AMD/Test/data_07025.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07026.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07027.npz,AMD,1.0,0,0,0,False
data/AMD/Test/data_07028.npz,AMD,2.0,0,0,0,False
data/AMD/Test/data_07029.npz,AMD,1.0,2,0,1,False
data/AMD/Test/data_07030.npz,AMD,2.0,1,1,0,False
data/AMD/Test/data_07031.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07032.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07033.npz,AMD,2.0,0,0,1,False
data/AMD/Test/data_07034.npz,AMD,0.0,1,0,1,False
data/AMD/Test/data_07035.npz,AMD,1.0,1,0,0,True
data/AMD/Test/data_07036.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07037.npz,AMD,3.0,3,0,0,True
data/AMD/Test/data_07038.npz,AMD,2.0,1,0,0,False
data/AMD/Test/data_07039.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07040.npz,AMD,2.0,3,0,0,False
data/AMD/Test/data_07041.npz,AMD,2.0,2,0,1,True
data/AMD/Test/data_07042.npz,AMD,2.0,0,0,0,False
data/AMD/Test/data_07043.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07044.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07045.npz,AMD,2.0,2,0,0,True
data/AMD/Test/data_07046.npz,AMD,0.0,1,1,0,False
data/AMD/Test/data_07047.npz,AMD,0.0,1,0,1,False
data/AMD/Test/data_07048.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07049.npz,AMD,3.0,3,0,1,True
data/AMD/Test/data_07050.npz,AMD,2.0,1,0,0,False
data/AMD/Test/data_07051.npz,AMD,0.0,1,0,0,False
data/AMD/Test/data_07052.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07053.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07054.npz,AMD,3.0,0,0,1,False
data/AMD/Test/data_07055.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07056.npz,AMD,0.0,1,1,1,False
data/AMD/Test/data_07057.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07058.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07059.npz,AMD,1.0,0,0,0,False
data/AMD/Test/data_07060.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07061.npz,AMD,0.0,3,1,0,False
data/AMD/Test/data_07062.npz,AMD,-1,-1,-1,-1,N/A
data/AMD/Test/data_07063.npz,AMD,0.0,1,0,0,False
data/AMD/Test/data_07064.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07065.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07066.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07067.npz,AMD,1.0,0,0,0,False
data/AMD/Test/data_07068.npz,AMD,1.0,0,0,1,False
data/AMD/Test/data_07069.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07070.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07071.npz,AMD,0.0,1,0,0,False
data/AMD/Test/data_07072.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07073.npz,AMD,3.0,3,0,1,True
data/AMD/Test/data_07074.npz,AMD,0.0,1,1,0,False
data/AMD/Test/data_07075.npz,AMD,0.0,1,1,1,False
data/AMD/Test/data_07076.npz,AMD,3.0,3,0,0,True
data/AMD/Test/data_07077.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07078.npz,AMD,0.0,1,0,0,False
data/AMD/Test/data_07079.npz,AMD,0.0,0,1,0,True
data/AMD/Test/data_07080.npz,AMD,0.0,0,1,0,True
data/AMD/Test/data_07081.npz,AMD,2.0,0,0,0,False
data/AMD/Test/data_07082.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07083.npz,AMD,0.0,1,0,1,False
data/AMD/Test/data_07084.npz,AMD,0.0,1,0,1,False
data/AMD/Test/data_07085.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07086.npz,AMD,1.0,0,0,0,False
data/AMD/Test/data_07087.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07088.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07089.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07090.npz,AMD,0.0,1,0,0,False
data/AMD/Test/data_07091.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07092.npz,AMD,3.0,3,0,0,True
data/AMD/Test/data_07093.npz,AMD,0.0,0,1,0,True
data/AMD/Test/data_07094.npz,AMD,0.0,1,0,1,False
data/AMD/Test/data_07095.npz,AMD,1.0,0,0,1,False
data/AMD/Test/data_07096.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07097.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07098.npz,AMD,1.0,1,0,1,True
data/AMD/Test/data_07099.npz,AMD,0.0,3,0,1,False
data/AMD/Test/data_07100.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07101.npz,AMD,3.0,1,0,0,False
data/AMD/Test/data_07102.npz,AMD,0.0,1,0,1,False
data/AMD/Test/data_07103.npz,AMD,0.0,1,0,0,False
data/AMD/Test/data_07104.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07105.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07106.npz,AMD,2.0,2,0,1,True
data/AMD/Test/data_07107.npz,AMD,2.0,1,0,0,False
data/AMD/Test/data_07108.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07109.npz,AMD,3.0,0,0,0,False
data/AMD/Test/data_07110.npz,AMD,0.0,0,1,1,True
data/AMD/Test/data_07111.npz,AMD,2.0,1,0,0,False
data/AMD/Test/data_07112.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07113.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07114.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07115.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07116.npz,AMD,3.0,3,0,0,True
data/AMD/Test/data_07117.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07118.npz,AMD,3.0,3,0,0,True
data/AMD/Test/data_07119.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07120.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07121.npz,AMD,0.0,3,1,1,False
data/AMD/Test/data_07122.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07123.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07124.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07125.npz,AMD,1.0,1,0,1,True
data/AMD/Test/data_07126.npz,AMD,2.0,1,0,1,False
data/AMD/Test/data_07127.npz,AMD,0.0,1,0,1,False
data/AMD/Test/data_07128.npz,AMD,0.0,0,1,0,True
data/AMD/Test/data_07129.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07130.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07131.npz,AMD,0.0,1,0,0,False
data/AMD/Test/data_07132.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07133.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07134.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07135.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07136.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07137.npz,AMD,1.0,0,0,0,False
data/AMD/Test/data_07138.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07139.npz,AMD,3.0,3,0,0,True
data/AMD/Test/data_07140.npz,AMD,1.0,1,0,1,True
data/AMD/Test/data_07141.npz,AMD,0.0,1,0,1,False
data/AMD/Test/data_07142.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07143.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07144.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07145.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07146.npz,AMD,3.0,2,0,0,False
data/AMD/Test/data_07147.npz,AMD,3.0,1,0,0,False
data/AMD/Test/data_07148.npz,AMD,0.0,2,0,0,False
data/AMD/Test/data_07149.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07150.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07151.npz,AMD,2.0,2,0,0,True
data/AMD/Test/data_07152.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07153.npz,AMD,2.0,0,0,0,False
data/AMD/Test/data_07154.npz,AMD,1.0,0,0,0,False
data/AMD/Test/data_07155.npz,AMD,1.0,1,0,0,True
data/AMD/Test/data_07156.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07157.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07158.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07159.npz,AMD,0.0,1,0,1,False
data/AMD/Test/data_07160.npz,AMD,0.0,1,0,1,False
data/AMD/Test/data_07161.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07162.npz,AMD,1.0,2,0,0,False
data/AMD/Test/data_07163.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07164.npz,AMD,2.0,0,0,0,False
data/AMD/Test/data_07165.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07166.npz,AMD,-1,-1,-1,-1,N/A
data/AMD/Test/data_07167.npz,AMD,1.0,3,0,0,False
data/AMD/Test/data_07168.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07169.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07170.npz,AMD,1.0,2,0,0,False
data/AMD/Test/data_07171.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07172.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07173.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07174.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07175.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07176.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07177.npz,AMD,0.0,1,0,1,False
data/AMD/Test/data_07178.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07179.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07180.npz,AMD,3.0,0,1,1,False
data/AMD/Test/data_07181.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07182.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07183.npz,AMD,0.0,0,0,1,True
data/AMD/Test/data_07184.npz,AMD,1.0,0,0,0,False
data/AMD/Test/data_07185.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07186.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07187.npz,AMD,0.0,1,0,1,False
data/AMD/Test/data_07188.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07189.npz,AMD,3.0,2,0,1,False
data/AMD/Test/data_07190.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07191.npz,AMD,2.0,1,0,0,False
data/AMD/Test/data_07192.npz,AMD,0.0,1,0,1,False
data/AMD/Test/data_07193.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07194.npz,AMD,0.0,2,0,0,False
data/AMD/Test/data_07195.npz,AMD,0.0,0,0,0,True
data/AMD/Test/data_07196.npz,AMD,3.0,3,0,0,True
